,Name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
137,Sanctuary in East Flatbush,41763838164,unconfirmed,Anna,Brooklyn,Flatlands,40.63188,-73.93248,United States,US,True,moderate,Private room,2020.0,$96 ,$19 ,2.0,2.0,1/1/2019
138,Room with En Suite Bathroom & Deck,80213101260,verified,Dominik,Brooklyn,Clinton Hill,40.6873,-73.9634,United States,US,True,strict,Private room,2021.0,"$1,192 ",$238 ,,426.0,6/24/2019
139,FLAT MACDONOUGH,12359551036,unconfirmed,Frederick,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,United States,US,False,flexible,Entire home/apt,2010.0,$593 ,$119 ,,227.0,6/23/2019
140,Huge Private  Floor at The Waverly,6534696854,verified,Adrian,Brooklyn,Clinton Hill,40.6863,-73.96765,United States,US,True,flexible,Private room,2012.0,$490 ,$98 ,,84.0,
141,"Modern Greenpoint, Brooklyn Apt",63891709973,verified,Martin,Brooklyn,Greenpoint,40.73409,-73.95348,United States,US,False,moderate,Entire home/apt,2016.0,$488 ,$98 ,,,
142,"Sun-drenched, artsy modernist 1 BDRM duplex",83716006050,unconfirmed,Kellan,Brooklyn,Williamsburg,40.71561,-73.94835,United States,US,True,moderate,Entire home/apt,2004.0,$658 ,$132 ,,10.0,
143,"Sunny, Cobble Hill Apartment",82129516523,unconfirmed,Hailey,Brooklyn,Cobble Hill,40.6857,-73.99183,United States,US,False,flexible,Entire home/apt,2017.0,"$1,109 ",$222 ,,4.0,
144,Fully Furnished Basement Apartment,57811865410,unconfirmed,Dominik,Queens,Flushing,40.74028,-73.83168,United States,US,True,strict,Private room,2018.0,$606 ,$121 ,,1.0,
145,FLAT MACDONOUGH GARDEN,64718456383,unconfirmed,Ryan,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,United States,US,False,moderate,Entire home/apt,2007.0,$853 ,$171 ,,124.0,
146,Light filled Williamsburg Apartment,28474746188,unconfirmed,Heather,Brooklyn,Williamsburg,40.71596,-73.93938,United States,US,False,strict,Entire home/apt,2011.0,$172 ,$34 ,,11.0,7/2/2019
147,Retreat in Williamsburg,22731046418,verified,Abraham,Brooklyn,Williamsburg,40.71492,-73.95935,United States,US,True,strict,Entire home/apt,2007.0,,$64 ,4.0,240.0,6/17/2019
148,NYC Zen,83696952551,verified,Amelia,,East Village,40.72354,-73.98295,United States,US,False,strict,Entire home/apt,2003.0,,$119 ,3.0,30.0,6/17/2019
149,Cozy BR in Wiliamsburg 3 Bedroom,26995415534,verified,Bruce,Brooklyn,Williamsburg,40.71165,-73.96087,United States,US,False,moderate,Private room,2003.0,"$1,133 ",$227 ,3.0,200.0,6/22/2019
150,Sunny Room in Old Historical Brooklyn Townhouse,7020663711,unconfirmed,Jessica,Brooklyn,Fort Greene,40.69101,-73.97312,United States,US,True,strict,Private room,2014.0,$162 ,$32 ,8.0,27.0,6/29/2019
151,Sun Filled Classic West Village Apt,45352858672,verified,Valeria,Manhattan,West Village,40.73474,-74.00101,United States,US,False,moderate,Private room,2009.0,$944 ,$189 ,4.0,79.0,6/22/2019
152,Lg Rm in Historic Prospect Heights,28372000134,unconfirmed,Wilson,Brooklyn,Prospect Heights,40.67386,-73.96641,United States,US,True,moderate,Private room,2009.0,$505 ,$101 ,15.0,9.0,5/10/2013
153,Classic Artist Loft Williamsburg,85684057000,verified,Mike,Brooklyn,Williamsburg,40.71536,-73.96057,United States,US,True,strict,Private room,2009.0,$113 ,$23 ,3.0,155.0,6/13/2019
154,,47292670441,unconfirmed,Dainton,Brooklyn,Prospect Heights,40.6741,-73.96595,United States,US,False,flexible,Entire home/apt,2020.0,$810 ,$162 ,15.0,4.0,8/27/2018
155,Private Bdrm/Bathrm. New! Elevator!,80380133240,unconfirmed,Audrey,Manhattan,East Harlem,40.79295,-73.93997,United States,US,True,moderate,Private room,2022.0,$370 ,$74 ,2.0,34.0,
156,"Sunny, clean 1 bdrm in W. Village",75987317883,verified,James,Manhattan,West Village,40.73226,-74.00401,,,,,Entire home/apt,2018.0,$738 ,$148 ,45.0,134.0,
157,Great location in Williamsburg,51756716507,unconfirmed,Roman,Brooklyn,Williamsburg,40.71363,-73.96398,,,,,Entire home/apt,2007.0,"$1,013 ",$203 ,6.0,27.0,
158,Light and Airy Upper East Side 1 BDR apartment,30351473270,unconfirmed,Kellan,Manhattan,Upper East Side,40.77711,-73.9527,,,,,Entire home/apt,2004.0,$464 ,$93 ,4.0,126.0,
159,Luxury Brownstone in Boerum Hill,22525653405,unconfirmed,Owen,Brooklyn,Boerum Hill,40.68559,-73.98094,,,,,Entire home/apt,2006.0,$744 ,$149 ,3.0,23.0,
160,CENTRAL PARK LOFT all for YOU,82585795978,verified,Eddy,Manhattan,Upper East Side,40.77456,-73.95323,,,,,Entire home/apt,2014.0,$764 ,$153 ,1.0,234.0,6/8/2019
161,Indie-Chic Share In Williamsburg,1595619477,unconfirmed,Darcy,,Williamsburg,40.71088,-73.95055,,,,,Private room,2022.0,"$1,020 ",$204 ,4.0,202.0,5/28/2019
162,"A room w/ a Manhattan view, longer stay",973585651,unconfirmed,Dominik,Queens,Sunnyside,40.74559,-73.92313,,,,,Private room,2018.0,$355 ,$71 ,30.0,28.0,4/12/2019
163,"Private, Large & Sunny 1BR w/W&D",86944769515,verified,Aldus,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,,,,,Entire home/apt,2008.0,$244 ,$49 ,2.0,309.0,6/22/2019
164,Luxurious Condo in DUBMO with View,20270952150,unconfirmed,Edith,Brooklyn,DUMBO,40.70207,-73.98571,United States,US,True,strict,Private room,2016.0,$385 ,$77 ,47.0,14.0,4/25/2021
165,Charming & Cozy midtown loft any WEEK ENDS  !!!,3310140241,verified,Luke,Manhattan,Upper East Side,40.76123,-73.9642,United States,US,False,flexible,Entire home/apt,2021.0,$950 ,$190 ,81.0,4.0,9/23/2016
166,* Spacious GARDEN Park Slope Duplex* 6 people max,61571782497,verified,Nicole,Brooklyn,Gowanus,40.66858,-73.99083,United States,US,False,strict,Entire home/apt,2021.0,$374 ,$75 ,144.0,80.0,7/6/2019
167,Convenient cozy cheap apt Manhattan,29280666536,unconfirmed,Agata,Manhattan,Harlem,40.82704,-73.94907,United States,US,False,flexible,Entire home/apt,2011.0,$375 ,$75 ,371.0,2.0,11/2/2015
168,Parlor Room In Victorian Townhouse,45745264571,,Heather,,Clinton Hill,40.68843,-73.96408,United States,US,True,strict,Private room,2004.0,$925 ,$185 ,149.0,294.0,6/24/2019
169,House On Henry (2nd FLR Suite),44408473243,,James,Brooklyn,Carroll Gardens,40.6783,-74.00135,United States,US,False,moderate,Entire home/apt,2008.0,$842 ,$168 ,273.0,150.0,6/18/2019
170,New York room with a view,95792367490,,Dexter,Staten Island,St. George,40.64524,-74.08088,United States,US,True,strict,Private room,2003.0,"$1,015 ",$203 ,131.0,166.0,6/13/2019
171,Sunny cozy room in Brklyn townhouse,29877853006,,Jared,Brooklyn,Bushwick,40.70641,-73.91765,United States,US,False,moderate,Private room,2014.0,$503 ,$101 ,275.0,47.0,6/19/2019
172,Room with a View,80294758485,,Eric,Bronx,Highbridge,40.83232,-73.93184,United States,US,True,flexible,Private room,2006.0,$483 ,$97 ,323.0,219.0,7/4/2019
173,Light+Open+Airy+Rustic+Modern Loft,33855109201,,Freddie,Brooklyn,Williamsburg,40.71045,-73.9677,United States,US,False,strict,Entire home/apt,2005.0,$176 ,$35 ,59.0,193.0,7/6/2016
174,West Inn 2 - East Village,56474290668,,Olivia,Manhattan,East Village,40.72518,-73.98034,United States,US,False,flexible,Private room,2020.0,$185 ,$37 ,99.0,84.0,6/23/2019
175,Financial District Luxury Loft,57567873573,verified,Amy,Manhattan,Financial District,40.70666,-74.01374,United States,US,False,strict,Entire home/apt,2022.0,$387 ,$77 ,268.0,114.0,6/20/2019
176,BROOKLYN VICTORIAN STYLE SUITE.....,83631499592,unconfirmed,Frederick,Brooklyn,Fort Greene,40.69098,-73.97113,United States,US,False,flexible,Private room,2008.0,"$1,155 ",$231 ,-10.0,213.0,6/24/2019
177,Your own Lovely West Village Studio,64716183027,verified,April,Manhattan,West Village,40.73756,-74.00405,United States,US,False,strict,Entire home/apt,2017.0,$665 ,$133 ,189.0,86.0,6/1/2019
178,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,13628045272,verified,Daniel,Manhattan,Harlem,40.81526,-73.94791,United States,US,True,strict,Entire home/apt,2013.0,$175 ,$35 ,30.0,80.0,5/26/2019
179,Greenwich Village Stylish Apartment,31589665723,unconfirmed,Jared,Manhattan,West Village,40.73423,-74.0046,United States,US,True,strict,Entire home/apt,2012.0,$408 ,$82 ,340.0,38.0,4/20/2016
180,Clean and Cozy Harlem Apartment,42380667906,verified,Ashton,Manhattan,Harlem,40.82374,-73.9373,United States,US,False,strict,Entire home/apt,2019.0,$601 ,$120 ,128.0,18.0,12/17/2018
181,"Fort Greene, Brooklyn: Center Bedroom",9549678609,unconfirmed,Adele,Brooklyn,Fort Greene,40.68863,-73.97691,United States,US,False,flexible,Private room,2011.0,$107 ,$21 ,350.0,206.0,6/30/2019
182,Beautiful Queens Brownstone! - 5BR,65716686884,unconfirmed,Brad,Queens,Ridgewood,40.70382,-73.89797,United States,US,True,flexible,Entire home/apt,2011.0,$724 ,$145 ,166.0,10.0,5/12/2019
183,Couldn't Be Closer To Columbia Uni,44580630332,unconfirmed,Bruce,Manhattan,Morningside Heights,40.80549,-73.95924,United States,US,False,strict,Private room,2019.0,$450 ,$90 ,110.0,122.0,5/14/2019
184,,35675205624,unconfirmed,Daniel,Brooklyn,Williamsburg,40.71627,-73.9587,United States,US,False,strict,Entire home/apt,2004.0,"$1,153 ",$231 ,57.0,33.0,4/8/2019
185,Park Slope haven 15 mins from Soho,36806839312,unconfirmed,Kelsey,Brooklyn,Park Slope,40.67994,-73.97863,United States,US,False,strict,Entire home/apt,2015.0,$327 ,$65 ,142.0,52.0,6/5/2019
186,SAFE  AND BEAUTIFUL ACCOMODATION,93242543275,verified,Natalie,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,United States,US,False,strict,Private room,2015.0,$946 ,$189 ,366.0,126.0,5/19/2019
187,Large Room in private Brownstone in Park Slope,25032439747,unconfirmed,Lana,Brooklyn,Prospect Heights,40.67868,-73.97307,United States,US,False,strict,Private room,2017.0,$498 ,$100 ,,51.0,6/24/2019
188,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",40177622054,unconfirmed,Victor,Manhattan,Upper East Side,40.76834,-73.95334,United States,US,False,flexible,Private room,2020.0,$720 ,$144 ,,199.0,6/24/2019
189,"LARGE, COMFY 1BDR W/CHARACTER!!!",5715989004,verified,Edgar,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,United States,US,False,flexible,Entire home/apt,2011.0,$174 ,$35 ,,30.0,3/2/2022
190,Chelsea Studio sublet 1 - 2 months,4828083235,verified,Antony,Manhattan,Chelsea,40.74031,-73.99999,United States,US,True,moderate,Entire home/apt,2021.0,$323 ,$65 ,,3.0,7/17/2015
191,LUX APT IN TIMES SQUARE NEW BUILDING,93725364475,unconfirmed,Aiden,Manhattan,Hell's Kitchen,40.76307,-73.99665,United States,US,False,moderate,Entire home/apt,,$539 ,$108 ,,41.0,6/26/2025
192,Designer 1 BR Duplex w/ Terrace- Spectacular Views,11711269275,verified,Antony,Manhattan,Lower East Side,40.71882,-73.98852,United States,US,False,strict,Entire home/apt,,$232 ,$46 ,,109.0,6/15/2019
193,Lovely Apt & Garden;  Legal;  Best Area; Amenities,47754762661,unconfirmed,Clark,Brooklyn,South Slope,40.6693,-73.98804,United States,US,False,flexible,Entire home/apt,,$968 ,$194 ,,151.0,6/22/2019
194,1 Bedroom in 2 Bdrm Apt- Upper East,53580758729,unconfirmed,,Manhattan,Upper East Side,40.77333,-73.95199,United States,US,False,flexible,Private room,,$460 ,$92 ,14.0,0.0,
195,Lower East Side $57~/night,66711255974,verified,,Manhattan,Lower East Side,40.72319,-73.99201,United States,US,False,moderate,Private room,,$81 ,$16 ,1.0,285.0,6/22/2019
196,Prime Location in Manhattan,47239505401,verified,,,Chelsea,40.74859,-73.99671,United States,US,True,flexible,Private room,,$267 ,$53 ,1.0,375.0,6/18/2019
197,( F) Excellent/Pvt Rm,39463875808,unconfirmed,,Queens,Jamaica,40.67252,-73.76597,United States,US,True,moderate,Private room,,"$1,084 ",$217 ,2.0,52.0,5/20/2019
198,"Quiet, sunny Midtown Manhattan apt.",72064826815,verified,,Manhattan,Hell's Kitchen,40.76244,-73.99271,United States,US,True,flexible,Entire home/apt,2013.0,$402 ,$80 ,5.0,10.0,7/1/2019
199,Big Room/Washer-Dryer/Wifi/AC/JMZ,43945171386,verified,,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,,,,,Private room,,$457 ,$91 ,2.0,11.0,11/13/2017
200,cozy studio with parking spot,16211727428,unconfirmed,Dale,Queens,Middle Village,40.71722,-73.87856,,,,,Entire home/apt,,$938 ,$188 ,30.0,33.0,5/9/2015
201,Clean and convenient 2BR apartment,51018805199,unconfirmed,Lydia,Queens,Ridgewood,40.70234,-73.89816,,,,,Private room,,$405 ,$81 ,7.0,6.0,10/8/2015
202,,21389589535,unconfirmed,Annabella,Queens,Middle Village,40.71546,-73.87854,,,,,Entire home/apt,,$907 ,$181 ,7.0,38.0,4/27/2019
203,,80926683538,,Cherry,Brooklyn,Williamsburg,40.7195,-73.95976,,,,,Entire home/apt,,$693 ,$139 ,2.0,358.0,6/20/2019
204,,20738355824,,Nicholas,Manhattan,Hell's Kitchen,40.76548,-73.98474,,,,,Shared room,,$586 ,$117 ,6.0,10.0,1/7/2014
205,,27207072817,,Jack,Manhattan,Harlem,40.80234,-73.95603,,,,,Private room,,$112 ,$22 ,30.0,0.0,
206,,87631747854,,Amanda,,Prospect Heights,40.6787,-73.97262,United States,US,False,strict,Private room,,$936 ,$187 ,2.0,226.0,6/6/2019
207,,14045566528,,Adrianna,Manhattan,Harlem,40.81035,-73.94598,United States,US,False,moderate,Entire home/apt,2022.0,$749 ,$150 ,1.0,104.0,6/22/2019
208,Cozy bedroom by Yankee Stadium,30253075852,,Vincent,Bronx,Highbridge,40.83075,-73.93058,United States,US,True,flexible,Private room,2007.0,$538 ,$108 ,1.0,138.0,6/30/2019
209,Great apartment with private bathroom and entrance,50778476532,,Frederick,Manhattan,East Harlem,40.79958,-73.94275,United States,US,False,flexible,Private room,2007.0,$252 ,$50 ,5.0,204.0,6/23/2019
210,Private Garden Apt • New Renovation,760769897,,Ryan,Brooklyn,Williamsburg,40.71625,-73.93845,United States,US,True,moderate,Entire home/apt,2020.0,,$176 ,2.0,253.0,7/2/2019
211,Modern comfort in art infused landmark Brownstone,25801284480,,Tiana,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,United States,US,True,strict,Private room,2019.0,,$152 ,2.0,23.0,7/1/2019
212,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",62325020363,,Perkins,Manhattan,NoHo,40.72773,-73.99134,United States,US,True,flexible,Private room,2016.0,,$151 ,2.0,115.0,12/5/2018
213,Sleek & Comfortable Soho Apt,47502993049,,Brown,Manhattan,West Village,40.72861,-74.0049,United States,US,False,moderate,Entire home/apt,2006.0,,$48 ,5.0,129.0,5/19/2019
214,Spacious Williamsburg Share w/ LOFT BED,21636248705,verified,Perry,Brooklyn,Williamsburg,40.70979,-73.95162,United States,US,False,strict,Private room,2017.0,$131 ,$26 ,4.0,82.0,6/10/2019
215,Cozy 2 br in sunny Fort Greene apt,30191089894,unconfirmed,Andrews,Brooklyn,Fort Greene,40.68656,-73.97525,United States,US,False,strict,Private room,2005.0,$444 ,$89 ,3.0,37.0,12/31/2018
216,Cozy East Village Railroad 1 Bed!,79861348248,verified,Cooper,Manhattan,East Village,40.72752,-73.98432,United States,US,False,strict,Entire home/apt,2010.0,"$1,089 ",$218 ,1.0,204.0,7/1/2019
217,1 Bedroom Loft w/ Private Roof Deck,11696098683,unconfirmed,Foster,Brooklyn,Greenpoint,40.729,-73.95829,United States,US,True,strict,Entire home/apt,2017.0,$518 ,$104 ,2.0,69.0,6/13/2019
218,City Room - Private & Comfy Bedroom,38264908739,verified,Morrison,Manhattan,Harlem,40.81219,-73.94499,United States,US,True,strict,Private room,2010.0,$220 ,$44 ,1.0,192.0,
219,Elegant NYC Pad,49921339869,unconfirmed,Bennett,Queens,Ditmars Steinway,40.77185,-73.90502,United States,US,True,moderate,Entire home/apt,2016.0,"$1,133 ",$227 ,2.0,17.0,
220,"Clean & bright 1BR in Cobble Hill, GREAT location!",38579657286,unconfirmed,Baker,Brooklyn,Cobble Hill,40.68926,-73.99386,United States,US,True,strict,Entire home/apt,2021.0,$316 ,$63 ,2.0,222.0,
221,"Modern, Large East Village Loft",13467711251,unconfirmed,Spencer,Manhattan,East Village,40.72821,-73.98701,United States,US,True,flexible,Entire home/apt,2015.0,$396 ,$79 ,3.0,205.0,6/23/2019
222,"Great new apt, close to everything",79638424542,verified,Ross,Manhattan,Hell's Kitchen,40.7672,-73.98508,United States,US,False,flexible,Entire home/apt,2020.0,$813 ,$163 ,3.0,94.0,6/9/2019
223,Quiet & Clean Retreat in the City,18399221085,unconfirmed,Rogers,Manhattan,East Village,40.73012,-73.99053,United States,US,False,moderate,Entire home/apt,2017.0,$111 ,$22 ,3.0,7.0,5/24/2019
224,Stylish Large Gramercy Loft!,80178020812,unconfirmed,Martin,Manhattan,Flatiron District,40.7403,-73.98498,United States,US,True,strict,Entire home/apt,2020.0,$908 ,$182 ,2.0,108.0,6/30/2019
225,The Brownstone-Luxury 1 Bd Apt/NYC,95734990661,verified,Dixon,Manhattan,Harlem,40.80931,-73.94343,United States,US,True,moderate,Entire home/apt,2008.0,$823 ,$165 ,3.0,222.0,6/26/2019
226,PRIVATE Room on Historic Sugar Hill,46480721644,unconfirmed,Allen,Manhattan,Harlem,40.8251,-73.94287,United States,US,True,flexible,Private room,2011.0,$186 ,$37 ,1.0,458.0,7/3/2019
227,South Slope Green,20576025416,verified,Murphy,Brooklyn,Windsor Terrace,40.6585,-73.98397,United States,US,False,strict,Private room,2021.0,$84 ,$17 ,2.0,21.0,5/17/2019
228,"17 Flr. Manhattan Views, Nr. Subway",81471714501,unconfirmed,Clark,Manhattan,Roosevelt Island,40.76193,-73.9501,United States,US,False,moderate,Private room,2018.0,$241 ,$48 ,7.0,17.0,5/8/2019
229,"Spacious 1BR, Adorable Clean Quiet",5961679794,verified,Montgomery,Manhattan,Lower East Side,40.72052,-73.98589,United States,US,False,strict,Entire home/apt,2017.0,$54 ,$11 ,3.0,41.0,1/2/2019
230,"Nice, clean, safe, convenient 3BR",41153188173,unconfirmed,Fowler,Queens,Ridgewood,40.70411,-73.89934,United States,US,True,strict,Entire home/apt,2020.0,$656 ,$131 ,14.0,1.0,4/3/2022
231,Franklin St Flat in Trendy Greenpoint Brooklyn,25015494698,unconfirmed,Payne,Brooklyn,Greenpoint,40.73401,-73.95967,United States,US,True,flexible,Entire home/apt,2018.0,$509 ,$102 ,2.0,69.0,5/19/2019
232,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",14920488865,unconfirmed,Adams,Manhattan,Chinatown,40.71756,-73.99503,United States,US,False,flexible,Entire home/apt,2016.0,"$1,198 ",$240 ,4.0,18.0,7/1/2019
233,,969495230,unconfirmed,Morrison,Manhattan,Midtown,40.7589,-73.96991,United States,US,True,flexible,Entire home/apt,2003.0,$588 ,$118 ,30.0,82.0,1/5/2016
234,,21781584182,verified,Miller,Manhattan,SoHo,40.72003,-74.00262,United States,US,True,strict,Entire home/apt,2014.0,$228 ,$46 ,4.0,94.0,6/23/2019
235,,12938638555,unconfirmed,Dixon,Manhattan,Greenwich Village,40.73194,-73.99474,United States,US,True,moderate,Entire home/apt,2011.0,$874 ,$175 ,5.0,10.0,5/11/2019
236,,74291995690,unconfirmed,Cameron,Manhattan,East Harlem,40.79163,-73.94573,United States,US,False,flexible,Entire home/apt,2020.0,"$1,052 ",$210 ,28.0,183.0,9/29/2018
237,City Room - Private Luxury Suite,34228394206,verified,Clark,Manhattan,Harlem,40.8118,-73.94434,United States,US,True,moderate,Private room,2011.0,"$1,127 ",$225 ,1.0,189.0,6/11/2019
238,Private Room/bath Luxurious Harlem,6289503909,unconfirmed,Payne,Manhattan,Harlem,40.81583,-73.94707,United States,US,False,flexible,Private room,,$137 ,$27 ,2.0,1.0,10/7/2018
239,The gem of the East Village,73371624660,verified,Russell,Manhattan,East Village,40.72654,-73.98049,United States,US,True,flexible,Entire home/apt,,$138 ,$28 ,2.0,127.0,6/20/2019
240,"Bright and spacious, garden below!",38278567651,unconfirmed,Cooper,Manhattan,Upper West Side,40.80021,-73.96071,United States,US,False,moderate,Entire home/apt,,$597 ,$119 ,4.0,4.0,8/25/2017
241,ACCOMMODATIONS GALORE #2,81849555528,verified,Richardson,,East Harlem,40.80942,-73.93936,United States,US,False,flexible,Entire home/apt,,$252 ,$50 ,3.0,135.0,6/20/2019
242,Colorful Private One Bedroom Apt,39174831196,verified,Allen,Manhattan,Little Italy,40.71961,-73.9954,United States,US,True,flexible,Entire home/apt,,$959 ,$192 ,2.0,21.0,12/12/2015
243,Huge Chelsea Loft,27743402115,verified,Thomas,Manhattan,Chelsea,40.74358,-74.00027,United States,US,False,flexible,Entire home/apt,2006.0,$595 ,$119 ,2.0,35.0,7/27/2017
244,Great room in great location,27437089550,unconfirmed,Tucker,Manhattan,Harlem,40.80335,-73.9575,United States,US,False,moderate,Private room,2010.0,"$1,076 ",$215 ,14.0,10.0,6/1/2019
245,Exclusive Room with Private Bath in  LES,6670990373,unconfirmed,Warren,Manhattan,Chinatown,40.71445,-73.9908,United States,US,False,strict,Private room,2008.0,$956 ,$191 ,4.0,171.0,6/23/2019
246,"Quiet, clean midtown apt w. elevato",56864395436,unconfirmed,Taylor,Manhattan,Midtown,40.75749,-73.96897,United States,US,True,moderate,Entire home/apt,2015.0,$81 ,$16 ,200.0,92.0,4/30/2019
